Date,X,Y,EFamont,EFmédian,EFaval,TopRotorAM,TopRotorMD,TopRotorAV,EFstatorAM,EFstatorAV,TopStator,Uf,If,P,Q,Ua,ModInstDéplArbre,MinEFamont,MinEFmédian,MinEFaval,EFccAM,EFccMD,EFccAV,RUPTSIG,TEMPOS,ARRET,VIBccAM,VIBccAV,Xmoy,Ymoy,ModCCdéplArbre,ModMoyDéplArbre
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 07:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeudi 1 mars 2018 08:00:01,228,152,6.39,7.61,8.42,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.8,826,-1.6,-11.6,5066,0.27,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,197,170,6.59,7.64,8.48,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.8,826,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,163,179,6.61,7.72,8.57,-0.4,-0.4,-0.4,4.19,4.51,10.39,166.8,826,-1.6,-11.6,5066,0.24,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,122,178,6.54,7.82,8.61,-0.4,-0.4,-0.4,4.19,4.51,1.742,166.8,826,-1.6,-11.6,5066,0.22,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,97,169,6.39,7.83,8.6,-0.4,-0.4,-0.4,4.19,4.51,1.733,166.8,826,-1.6,-11.6,5066,0.2,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,84,164,6.27,7.75,8.58,-0.4,-0.4,-0.4,4.19,4.51,1.732,166.9,825,-1.6,-11.6,5067,0.18,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,58,134,6.28,7.7,8.45,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.9,825,-1.6,-11.6,5067,0.15,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,29,90,6.31,7.61,8.34,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.9,825,-1.6,-11.6,5067,0.09,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,4,42,6.34,7.56,8.35,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.9,825,-1.6,-11.6,5067,0.04,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-16,4,6.29,7.48,8.39,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.9,825,-1.6,-11.6,5067,0.02,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-43,-47,6.21,7.35,8.4,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.8,826,-1.6,-11.6,5067,0.06,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-59,-77,6.08,7.22,8.42,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.8,826,-1.6,-11.6,5067,0.1,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-66,-101,5.88,7.09,8.58,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.8,826,-1.6,-11.6,5067,0.12,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-67,-128,5.69,6.9,8.77,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.8,826,-1.6,-11.6,5067,0.14,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-62,-169,5.55,6.66,8.75,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.8,826,-1.6,-11.6,5067,0.18,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-51,-189,5.47,6.54,8.42,-0.4,-0.4,-0.4,4.19,4.51,1.731,165.9,824,-1.6,-11.6,5066,0.2,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-28,-217,5.28,6.55,7.87,-0.4,-0.4,-0.4,4.19,4.51,1.731,165.9,824,-1.6,-11.6,5066,0.22,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-7,-236,5.08,6.44,7.04,-0.4,-0.4,-0.4,4.19,4.51,1.731,165.9,824,-1.6,-11.6,5066,0.24,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,9,-249,4.64,6.17,6.6,-0.4,-0.4,-0.4,4.19,4.51,1.731,165.9,824,-1.6,-11.6,5066,0.25,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,35,-260,4.33,5.77,6.31,-0.4,-0.4,-0.4,4.19,4.51,1.732,165.9,824,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,72,-248,4.66,5.34,6.43,-0.4,-0.4,-0.4,4.19,4.51,1.732,167.3,824,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,118,-229,5.36,5.26,6.94,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.3,824,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,149,-208,6.06,5.55,7.6,2.62,-0.4,-0.4,4.19,4.51,1.731,167.3,824,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,187,-176,6.45,6.06,8.12,-0.4,2.412,3.423,4.19,4.51,1.731,167.3,824,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,216,-154,6.61,6.61,8.43,-0.4,-0.4,-0.4,4.19,4.51,1.73,167.3,824,-1.6,-11.6,5066,0.27,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,238,-136,6.76,6.97,8.53,-0.4,-0.4,-0.4,4.19,4.51,1.731,168.7,827,-1.6,-11.6,5064,0.27,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,253,-88,6.89,7.11,8.62,-0.4,-0.4,-0.4,4.19,4.51,1.73,168.7,827,-1.6,-11.6,5064,0.27,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,264,-45,6.89,7.3,8.71,-0.4,-0.4,-0.4,4.19,4.51,1.731,168.7,827,-1.6,-11.6,5064,0.27,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,270,1,6.36,7.49,8.75,-0.4,-0.4,-0.4,4.19,4.51,1.731,168.7,827,-1.6,-11.6,5064,0.27,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,270,66,6.45,7.54,8.66,-0.4,-0.4,-0.4,4.19,4.51,1.73,168.7,827,-1.6,-11.6,5064,0.28,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,260,100,6.21,7.56,8.53,-0.4,-0.4,-0.4,4.19,4.51,1.731,171.1,825,-1.6,-11.6,5065,0.28,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,249,129,6.21,7.64,8.46,-0.4,-0.4,-0.4,4.19,4.51,1.731,171.1,825,-1.6,-11.6,5065,0.28,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,230,152,6.4,7.58,8.42,-0.4,-0.4,-0.4,4.19,4.51,1.731,171.1,825,-1.6,-11.6,5065,0.28,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,195,172,6.6,7.6,8.48,-0.4,-0.4,-0.4,4.19,4.51,1.731,171.1,825,-1.6,-11.6,5065,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,158,180,6.62,7.67,8.58,-0.4,-0.4,-0.4,4.19,4.51,9.556,171.1,825,-1.6,-11.6,5065,0.24,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,121,177,6.54,7.76,8.62,-0.4,-0.4,-0.4,4.19,4.51,1.742,169.7,828,-1.6,-11.6,5064,0.21,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,94,171,6.4,7.79,8.6,-0.4,-0.4,-0.4,4.19,4.51,1.733,169.7,828,-1.6,-11.6,5064,0.19,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,83,167,6.28,7.71,8.57,-0.4,-0.4,-0.4,4.19,4.51,1.733,169.7,828,-1.6,-11.6,5064,0.19,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,60,134,6.28,7.66,8.45,-0.4,-0.4,-0.4,4.19,4.51,1.731,169.7,828,-1.6,-11.6,5064,0.15,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,29,91,6.3,7.56,8.35,-0.4,-0.4,-0.4,4.19,4.51,1.731,169.7,828,-1.6,-11.6,5064,0.1,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,2,45,6.35,7.52,8.34,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.4,827,-1.6,-11.6,5065,0.05,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-15,10,6.3,7.44,8.37,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.4,827,-1.6,-11.6,5065,0.02,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-43,-42,6.21,7.31,8.4,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.4,827,-1.6,-11.6,5065,0.06,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-54,-77,6.07,7.18,8.43,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.4,827,-1.6,-11.6,5065,0.09,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-63,-103,5.88,7.04,8.57,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.4,827,-1.6,-11.6,5065,0.12,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-68,-130,5.7,6.89,8.75,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.4,826,-1.6,-11.6,5066,0.15,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-62,-164,5.55,6.65,8.75,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.4,826,-1.6,-11.6,5066,0.18,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-50,-182,5.46,6.51,8.44,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.4,826,-1.6,-11.6,5066,0.19,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:01,-26,-216,5.28,6.54,7.88,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.4,826,-1.6,-11.6,5066,0.22,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:02,-8,-238,5.09,6.43,7.05,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.4,826,-1.6,-11.6,5066,0.24,4.32,5.25,6.31,2.58,2.6,2.47,0,0,0,0,0,76,-130,0.266,0.11
jeudi 1 mars 2018 08:00:02,7,-249,4.65,6.18,6.59,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.3,827,-1.6,-11.6,5066,0.25,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
jeudi 1 mars 2018 08:00:02,35,-257,4.33,5.77,6.33,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.3,827,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
jeudi 1 mars 2018 08:00:02,71,-242,4.64,5.34,6.43,-0.4,-0.4,-0.4,4.19,4.51,1.731,167.3,827,-1.6,-11.6,5066,0.25,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
jeudi 1 mars 2018 08:00:02,118,-230,5.36,5.26,6.92,-0.4,-0.4,-0.4,4.19,4.51,1.732,167.3,827,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
jeudi 1 mars 2018 08:00:02,149,-212,6.05,5.54,7.58,3.429,-0.4,-0.4,4.19,4.51,1.731,167.3,827,-1.6,-11.6,5066,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
jeudi 1 mars 2018 08:00:02,187,-181,6.45,6.05,8.12,-0.4,4.205,3.48,4.19,4.51,1.731,166.5,824,-1.6,-11.6,5065,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
jeudi 1 mars 2018 08:00:02,214,-155,6.61,6.6,8.44,-0.4,-0.4,-0.4,4.19,4.51,1.73,166.5,824,-1.6,-11.6,5065,0.26,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
jeudi 1 mars 2018 08:00:02,238,-133,6.76,6.97,8.52,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.5,824,-1.6,-11.6,5065,0.27,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
jeudi 1 mars 2018 08:00:02,253,-88,6.9,7.13,8.61,-0.4,-0.4,-0.4,4.19,4.51,1.731,166.5,824,-1.6,-11.6,5065,0.27,4.32,5.25,6.31,2.58,2.6,2.47,0,1,0,0,0,99,-44,0.266,0.11
